Record_ID_Number,ProjectName,SampleNumber,Taxon
14183,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-17,Callinectes sapidus
14185,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-17,Callinectes sp.
14184,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-17,Clibanarius vittatus
14192,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-18,Acetes americanus
14187,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-18,Alpheus heterochaelis
14186,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-18,Callinectes sapidus
14190,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-18,Palaemonetes sp.
14188,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-18,Panopeidae
14189,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-18,Panopeus herbstii
14191,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-18,Rhithropanopeus harrisii
14194,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-19,Callinectes sapidus
14197,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-19,Callinectes sp.
14193,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-19,Palaemonetes pugio
14195,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-19,Palaemonetes sp.
14196,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-19,Uca sp.
14201,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-20,Armases cinereum
14199,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-20,Callinectes sapidus
14198,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-20,Palaemonetes pugio
14200,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-20,Sesarma reticulatum
14202,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-20,Uca sp.
14204,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-21,Callinectes sapidus
14210,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-21,Callinectes sp.
14206,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-21,Clibanarius vittatus
14203,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-21,Palaemonetes pugio
14207,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-21,Palaemonetes sp.
14205,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-21,Sesarma reticulatum
14208,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-21,Uca longisignalis
14209,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-21,Uca sp.
14212,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-22,Callinectes sapidus
14216,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-22,Callinectes sp.
14211,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-22,Palaemonetes pugio
14214,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-22,Palaemonetes sp.
14213,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-22,Panopeus herbstii
14215,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-22,Uca sp.
14220,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-23,Callinectes sp.
14217,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-23,Palaemonetes pugio
14218,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-23,Sesarma reticulatum
14219,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-23,Uca sp.
14222,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-24,Callinectes sapidus
14116,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-24,Callinectes sp.
14221,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-24,Palaemonetes pugio
14114,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-24,Palaemonetes sp.
14223,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-24,Palaemonetes vulgaris
14115,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-24,Uca sp.
14118,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-25,Callinectes sapidus
14124,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-25,Callinectes sp.
14123,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-25,Macrobrachium ohione
14117,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-25,Palaemonetes pugio
14121,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-25,Palaemonetes sp.
14120,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-25,Palaemonetes vulgaris
14119,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-25,Panopeidae
14122,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-25,Uca sp.
14126,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-26,Callinectes sapidus
14130,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-26,Callinectes sp.
14125,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-26,Palaemonetes pugio
14128,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-26,Palaemonetes sp.
14127,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-26,Palaemonetes vulgaris
14129,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-26,Uca sp.
14132,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-27,Callinectes sapidus
14134,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-27,Callinectes sp.
14131,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-27,Palaemonetes pugio
14133,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-27,Uca sp.
14137,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-28,Callinectes sp.
14136,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-28,Panopeus herbstii
14135,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-28,Sesarma reticulatum
14138,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-29,Callinectes sapidus
14141,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-29,Callinectes sp.
14139,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-29,Palaemonetes sp.
14140,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-29,Uca sp.
14143,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-30,Alpheus heterochaelis
14142,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-30,Callinectes sapidus
14145,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-30,Callinectes sp.
14144,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-30,Panopeus herbstii
14146,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-31,Uca sp.
14148,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-32,Callinectes sapidus
14147,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-32,Palaemonetes pugio
14149,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-32,Palaemonetes sp.
14150,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-33,Callinectes sapidus
14153,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-33,Callinectes sp.
14151,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-33,Clibanarius vittatus
14152,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-33,Uca sp.
14154,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-34,Alpheus heterochaelis
14157,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-35,Acetes americanus
14156,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-35,Alpheus heterochaelis
14155,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-35,Callinectes sapidus
14158,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-36,Callinectes sapidus
14159,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-36,Callinectes sp.
14160,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-37,Alpheus heterochaelis
14161,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-37,Callinectes sp.
14164,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-38,Acetes americanus
14162,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-38,Alpheus heterochaelis
14163,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-38,Callinectes similis
14168,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-39,Acetes americanus
14166,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-39,Alpheus heterochaelis
14165,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-39,Callinectes sapidus
14167,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-39,Palaemonetes sp.
14278,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-40,Callinectes sapidus
14279,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-41,Callinectes sapidus
14280,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-41,Callinectes sp.
14087,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-42,No species collected
14281,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-43,Callinectes sapidus
14282,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-43,Clibanarius vittatus
14284,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-44,Alpheus heterochaelis
14283,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-44,Callinectes sapidus
14285,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-44,Callinectes similis
14286,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-45,Ogyrides alphaerostris
14088,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-46,No species collected
14287,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-47,Callinectes sapidus
14288,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-47,Callinectes sp.
14289,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-48,Callinectes sapidus
14089,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-49,No species collected
14290,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-50,Callinectes sapidus
14292,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-51,Acetes americanus
14291,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-51,Callinectes sapidus
14090,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-52,No species collected
14294,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-53,Acetes americanus
14293,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-53,Callinectes sapidus
14295,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-54,Acetes americanus
14296,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-54,Callinectes sp.
14093,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-55,Acetes americanus
14092,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-55,Callinectes sapidus
14095,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-56,Acetes americanus
14094,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-56,Callinectes sapidus
14096,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-57,Ogyrides alphaerostris
14097,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-58,Callinectes sapidus
14100,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-59,Callinectes sp.
14098,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-59,Clibanarius vittatus
14099,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-59,Ogyrides sp.
14091,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-59,Squilla sp.
14103,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-60,Acetes americanus
14101,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-60,Callinectes sapidus
14102,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-60,Callinectes similis
14105,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-61,Acetes americanus
14104,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-61,Callinectes sapidus
14106,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-62,Callinectes sp.
14108,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-63,Callinectes sapidus
14113,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-63,Callinectes sp.
14112,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-63,Macrobrachium ohione
14107,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-63,Palaemonetes pugio
14110,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-63,Palaemonetes sp.
14109,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-63,Sesarma reticulatum
14111,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-63,Uca sp.
13736,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-01,Callinectes sapidus
13737,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-01,Palaemonetes pugio
13738,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-02,Callinectes sapidus
13740,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-02,Palaemonetes pugio
13741,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-02,Palaemonetes sp.
13739,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-02,Uca sp.
13717,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-03,Palaemonetes sp.
13719,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-04,Callinectes sapidus
13720,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-04,Palaemonetes pugio
13721,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-04,Palaemonetes sp.
13722,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-05,Callinectes sapidus
13723,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-05,Palaemonetes pugio
13724,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-05,Sesarma reticulatum
13725,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-05,Uca sp.
13726,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-06,Callinectes sapidus
13727,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-06,Palaemonetes pugio
13728,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-06,Palaemonetes sp.
13730,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-07,Callinectes sp. (megalop)
13729,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-07,Palaemonetes pugio
13731,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-08,Armases cinereum
13732,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-08,Callinectes sapidus
13743,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-08,Palaemonetes pugio
13733,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-08,Palaemonetes sp.
13746,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-09,Callinectes sapidus
13744,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-09,Palaemonetes pugio
13745,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-09,Uca sp.
13749,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-10,Armases cinereum
13747,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-10,Callinectes sapidus
13753,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-10,Palaemonetes intermedius
13754,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-10,Palaemonetes pugio
13755,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-10,Palaemonetes sp.
13752,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-10,Palaemonetes vulgaris
13748,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-10,Panopeus herbstii
13750,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-10,Sesarma reticulatum
13751,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-10,Uca sp.
13756,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-11,Callinectes sapidus
13757,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-11,Palaemonetes sp.
13760,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-12,Callinectes sapidus
13761,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-12,Callinectes similis
13758,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-12,Clibanarius vittatus
13759,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-12,Palaemonetes vulgaris
13762,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-13,Callinectes sapidus
13763,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-13,Clibanarius vittatus
13718,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-13,Palaemonetes pugio
13764,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-13,Palaemonetes sp.
13765,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-14,Callinectes sapidus
13766,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-14,Palaemonetes pugio
13768,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-15,Callinectes sapidus
13769,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-15,Clibanarius vittatus
13767,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-15,Rhithropanopeus harrisii
13770,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-16,Rhithropanopeus harrisii
13771,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-17,Alpheus heterochaelis
13772,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-17,Palaemonetes sp.
13773,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-17,Rhithropanopeus harrisii
13774,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-18,Sesarma reticulatum
13775,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-19,Palaemonetes pugio
13776,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-19,Uca sp.
13777,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-20,Armases cinereum
13778,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-20,Uca sp.
13780,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-21,Callinectes sapidus
13781,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-21,Palaemonetes pugio
13782,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-21,Palaemonetes sp.
13779,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-21,Uca longisignalis
13783,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-22,Callinectes sapidus
13784,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-22,Palaemonetes pugio
13785,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-22,Palaemonetes sp.
13786,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-23,Callinectes sapidus
13790,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-23,Palaemonetes pugio
13791,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-23,Palaemonetes sp.
13787,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-23,Rhithropanopeus harrisii
13788,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-23,Sesarma reticulatum
13789,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-23,Uca sp.
13794,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-24,Armases cinereum
13792,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-24,Callinectes sapidus
13793,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-24,Clibanarius vittatus
13795,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-24,Palaemonetes pugio
13796,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-24,Palaemonetes sp.
13798,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-25,Palaemonetes sp.
13797,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-25,Rhithropanopeus harrisii
13799,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-25,Uca sp.
13804,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-26,Armases cinereum
13801,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-26,Callinectes sapidus
13803,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-26,Palaemonetes pugio
13805,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-26,Palaemonetes sp.
13800,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-26,Panopeus herbstii
13802,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-26,Uca sp.
13806,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-27,Callinectes sapidus
13807,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-27,Palaemonetes intermedius
13808,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-27,Palaemonetes pugio
13809,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-27,Palaemonetes sp.
13810,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-28,Armases cinereum
13811,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-28,Palaemonetes pugio
13812,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-28,Palaemonetes sp.
13813,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-29,No species collected
13814,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-30,No species collected
13816,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-31,Palaemonetes pugio
13815,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-31,Uca longisignalis
13817,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-32,Callinectes sapidus
13818,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-32,Uca longisignalis
13734,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-33,Callinectes sapidus
13819,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-33,Clibanarius vittatus
13735,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-33,Palaemonetes sp.
13821,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-34,Callinectes sapidus
13820,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-34,Clibanarius vittatus
13822,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-35,Alpheus heterochaelis
13824,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-36,Callinectes sapidus
13823,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-36,Callinectes similis
13826,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-37,Palaemonetes sp.
13825,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-37,Portunidae
13827,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-38,No species collected
13828,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-39,Callinectes sapidus
13829,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-39,Palaemonetes pugio
13830,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-39,Palaemonetes sp.
13831,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-40,Callinectes sapidus
13832,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-40,Ogyrides alphaerostris
13833,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-41,No species collected
13834,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-42,No species collected
13835,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-43,No species collected
13836,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-44,No species collected
13837,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-44,No species collected
13742,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-45,No species collected
13838,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-46,Callinectes sapidus
13839,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-46,Rhithropanopeus harrisii
13840,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-47,Alpheus heterochaelis
13841,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-48,No species collected
13842,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-49,Clibanarius vittatus
13843,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-50,No species collected
13845,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-51,Callinectes sapidus
13847,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-51,Palaemonetes pugio
13844,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-51,Palaemonetes sp.
13846,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-51,Panopeus herbstii
13848,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-52,Ogyrides alphaerostris
13849,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-53,Alpheus heterochaelis
13850,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-54,Callinectes similis
13851,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-54,Rhithropanopeus harrisii
13852,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-55,Callinectes sapidus
13853,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-55,Rhithropanopeus harrisii
13854,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-56,Callinectes sapidus
13855,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-57,Callinectes sapidus
13856,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-58,Rhithropanopeus harrisii
13857,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-59,No species collected
13858,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-60,Rhithropanopeus harrisii
13859,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-61,No species collected
13860,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-62,No species collected
13861,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-63,Panopeus herbstii
13862,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-64,Callinectes sapidus
13863,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-64,Rhithropanopeus harrisii
