Record_ID_Number,ProjectName,SampleNumber,Taxon,Count
71741,Barataria Bay Fall 2006,BBF-2006-064,No species collected,0
71345,Barataria Bay Fall 2006,BBF-2006-065,Litopenaeus setiferus,1
71346,Barataria Bay Fall 2006,BBF-2006-065,Litopenaeus setiferus,1
71347,Barataria Bay Fall 2006,BBF-2006-065,Litopenaeus setiferus,1
71348,Barataria Bay Fall 2006,BBF-2006-065,Litopenaeus setiferus,1
71349,Barataria Bay Fall 2006,BBF-2006-065,Litopenaeus setiferus,1
71350,Barataria Bay Fall 2006,BBF-2006-065,Litopenaeus setiferus,1
71351,Barataria Bay Fall 2006,BBF-2006-065,Litopenaeus setiferus,1
71352,Barataria Bay Fall 2006,BBF-2006-065,Litopenaeus setiferus,1
71353,Barataria Bay Fall 2006,BBF-2006-065,Litopenaeus setiferus,1
71354,Barataria Bay Fall 2006,BBF-2006-065,Litopenaeus setiferus,1
71360,Barataria Bay Fall 2006,BBF-2006-065,Litopenaeus setiferus,1
71361,Barataria Bay Fall 2006,BBF-2006-065,Litopenaeus setiferus,1
71362,Barataria Bay Fall 2006,BBF-2006-065,Litopenaeus setiferus,1
71363,Barataria Bay Fall 2006,BBF-2006-065,Litopenaeus setiferus,1
71364,Barataria Bay Fall 2006,BBF-2006-065,Litopenaeus setiferus,1
71365,Barataria Bay Fall 2006,BBF-2006-065,Litopenaeus setiferus,1
71366,Barataria Bay Fall 2006,BBF-2006-065,Litopenaeus setiferus,1
71367,Barataria Bay Fall 2006,BBF-2006-065,Litopenaeus setiferus,1
71368,Barataria Bay Fall 2006,BBF-2006-065,Litopenaeus setiferus,1
71369,Barataria Bay Fall 2006,BBF-2006-065,Litopenaeus setiferus,1
71370,Barataria Bay Fall 2006,BBF-2006-065,Litopenaeus setiferus,1
71371,Barataria Bay Fall 2006,BBF-2006-065,Litopenaeus setiferus,1
71372,Barataria Bay Fall 2006,BBF-2006-065,Litopenaeus setiferus,1
71373,Barataria Bay Fall 2006,BBF-2006-065,Litopenaeus setiferus,1
71374,Barataria Bay Fall 2006,BBF-2006-065,Litopenaeus setiferus,1
71375,Barataria Bay Fall 2006,BBF-2006-065,Litopenaeus setiferus,1
71376,Barataria Bay Fall 2006,BBF-2006-065,Litopenaeus setiferus,1
71377,Barataria Bay Fall 2006,BBF-2006-065,Litopenaeus setiferus,1
71378,Barataria Bay Fall 2006,BBF-2006-065,Litopenaeus setiferus,1
71379,Barataria Bay Fall 2006,BBF-2006-065,Litopenaeus setiferus,1
71380,Barataria Bay Fall 2006,BBF-2006-065,Litopenaeus setiferus,1
71381,Barataria Bay Fall 2006,BBF-2006-065,Litopenaeus setiferus,1
71382,Barataria Bay Fall 2006,BBF-2006-065,Litopenaeus setiferus,1
71383,Barataria Bay Fall 2006,BBF-2006-065,Litopenaeus setiferus,1
71384,Barataria Bay Fall 2006,BBF-2006-065,Litopenaeus setiferus,1
71355,Barataria Bay Fall 2006,BBF-2006-065,Penaeidae,1
71356,Barataria Bay Fall 2006,BBF-2006-065,Penaeidae,1
71357,Barataria Bay Fall 2006,BBF-2006-065,Penaeidae,1
71358,Barataria Bay Fall 2006,BBF-2006-065,Penaeidae,1
71359,Barataria Bay Fall 2006,BBF-2006-065,Penaeidae,1
71742,Barataria Bay Fall 2006,BBF-2006-066,No species collected,0
71387,Barataria Bay Fall 2006,BBF-2006-067,Farfantepenaeus aztecus,1
71389,Barataria Bay Fall 2006,BBF-2006-067,Farfantepenaeus aztecus,1
71390,Barataria Bay Fall 2006,BBF-2006-067,Farfantepenaeus aztecus,1
71391,Barataria Bay Fall 2006,BBF-2006-067,Farfantepenaeus aztecus,1
71392,Barataria Bay Fall 2006,BBF-2006-067,Farfantepenaeus aztecus,1
71393,Barataria Bay Fall 2006,BBF-2006-067,Farfantepenaeus aztecus,1
71404,Barataria Bay Fall 2006,BBF-2006-067,Farfantepenaeus aztecus,1
71406,Barataria Bay Fall 2006,BBF-2006-067,Farfantepenaeus aztecus,1
71409,Barataria Bay Fall 2006,BBF-2006-067,Farfantepenaeus aztecus,1
71388,Barataria Bay Fall 2006,BBF-2006-067,Farfantepenaeus sp.,1
71405,Barataria Bay Fall 2006,BBF-2006-067,Farfantepenaeus sp.,1
71407,Barataria Bay Fall 2006,BBF-2006-067,Farfantepenaeus sp.,1
71408,Barataria Bay Fall 2006,BBF-2006-067,Farfantepenaeus sp.,1
71385,Barataria Bay Fall 2006,BBF-2006-067,Litopenaeus setiferus,1
71386,Barataria Bay Fall 2006,BBF-2006-067,Litopenaeus setiferus,1
71394,Barataria Bay Fall 2006,BBF-2006-067,Litopenaeus setiferus,1
71395,Barataria Bay Fall 2006,BBF-2006-067,Litopenaeus setiferus,1
71396,Barataria Bay Fall 2006,BBF-2006-067,Litopenaeus setiferus,1
71397,Barataria Bay Fall 2006,BBF-2006-067,Litopenaeus setiferus,1
71398,Barataria Bay Fall 2006,BBF-2006-067,Litopenaeus setiferus,1
71399,Barataria Bay Fall 2006,BBF-2006-067,Litopenaeus setiferus,1
71400,Barataria Bay Fall 2006,BBF-2006-067,Litopenaeus setiferus,1
71401,Barataria Bay Fall 2006,BBF-2006-067,Litopenaeus setiferus,1
71402,Barataria Bay Fall 2006,BBF-2006-067,Litopenaeus setiferus,1
71403,Barataria Bay Fall 2006,BBF-2006-067,Litopenaeus setiferus,1
71410,Barataria Bay Fall 2006,BBF-2006-067,Litopenaeus setiferus,1
71411,Barataria Bay Fall 2006,BBF-2006-067,Litopenaeus setiferus,1
71412,Barataria Bay Fall 2006,BBF-2006-068,Litopenaeus setiferus,1
71413,Barataria Bay Fall 2006,BBF-2006-068,Litopenaeus setiferus,1
71414,Barataria Bay Fall 2006,BBF-2006-068,Litopenaeus setiferus,1
71415,Barataria Bay Fall 2006,BBF-2006-068,Litopenaeus setiferus,1
71416,Barataria Bay Fall 2006,BBF-2006-068,Litopenaeus setiferus,1
71417,Barataria Bay Fall 2006,BBF-2006-068,Litopenaeus setiferus,1
71418,Barataria Bay Fall 2006,BBF-2006-068,Litopenaeus setiferus,1
71419,Barataria Bay Fall 2006,BBF-2006-068,Litopenaeus setiferus,1
71420,Barataria Bay Fall 2006,BBF-2006-068,Litopenaeus setiferus,1
71421,Barataria Bay Fall 2006,BBF-2006-068,Litopenaeus setiferus,1
71422,Barataria Bay Fall 2006,BBF-2006-068,Litopenaeus setiferus,1
71423,Barataria Bay Fall 2006,BBF-2006-068,Litopenaeus setiferus,1
71424,Barataria Bay Fall 2006,BBF-2006-068,Litopenaeus setiferus,1
71425,Barataria Bay Fall 2006,BBF-2006-068,Litopenaeus setiferus,1
71426,Barataria Bay Fall 2006,BBF-2006-069,Litopenaeus setiferus,1
71427,Barataria Bay Fall 2006,BBF-2006-069,Litopenaeus setiferus,1
71428,Barataria Bay Fall 2006,BBF-2006-069,Litopenaeus setiferus,1
71429,Barataria Bay Fall 2006,BBF-2006-070,Farfantepenaeus aztecus,1
71430,Barataria Bay Fall 2006,BBF-2006-070,Farfantepenaeus aztecus,1
71431,Barataria Bay Fall 2006,BBF-2006-070,Litopenaeus setiferus,1
71432,Barataria Bay Fall 2006,BBF-2006-070,Litopenaeus setiferus,1
71433,Barataria Bay Fall 2006,BBF-2006-070,Litopenaeus setiferus,1
71434,Barataria Bay Fall 2006,BBF-2006-070,Litopenaeus setiferus,1
71435,Barataria Bay Fall 2006,BBF-2006-070,Litopenaeus setiferus,1
71436,Barataria Bay Fall 2006,BBF-2006-070,Litopenaeus setiferus,1
71437,Barataria Bay Fall 2006,BBF-2006-070,Litopenaeus setiferus,1
71438,Barataria Bay Fall 2006,BBF-2006-070,Litopenaeus setiferus,1
71439,Barataria Bay Fall 2006,BBF-2006-070,Litopenaeus setiferus,1
71440,Barataria Bay Fall 2006,BBF-2006-070,Litopenaeus setiferus,1
71441,Barataria Bay Fall 2006,BBF-2006-070,Litopenaeus setiferus,1
71442,Barataria Bay Fall 2006,BBF-2006-070,Litopenaeus setiferus,1
71443,Barataria Bay Fall 2006,BBF-2006-070,Litopenaeus setiferus,1
71444,Barataria Bay Fall 2006,BBF-2006-070,Litopenaeus setiferus,1
71445,Barataria Bay Fall 2006,BBF-2006-070,Litopenaeus setiferus,1
71446,Barataria Bay Fall 2006,BBF-2006-070,Litopenaeus setiferus,1
71447,Barataria Bay Fall 2006,BBF-2006-070,Litopenaeus setiferus,1
71448,Barataria Bay Fall 2006,BBF-2006-070,Litopenaeus setiferus,1
71449,Barataria Bay Fall 2006,BBF-2006-070,Litopenaeus setiferus,1
71450,Barataria Bay Fall 2006,BBF-2006-070,Litopenaeus setiferus,1
71451,Barataria Bay Fall 2006,BBF-2006-070,Litopenaeus setiferus,1
71452,Barataria Bay Fall 2006,BBF-2006-070,Litopenaeus setiferus,1
71453,Barataria Bay Fall 2006,BBF-2006-070,Litopenaeus setiferus,1
71454,Barataria Bay Fall 2006,BBF-2006-070,Litopenaeus setiferus,1
71455,Barataria Bay Fall 2006,BBF-2006-070,Litopenaeus setiferus,1
71456,Barataria Bay Fall 2006,BBF-2006-070,Litopenaeus setiferus,1
71457,Barataria Bay Fall 2006,BBF-2006-070,Litopenaeus setiferus,1
71458,Barataria Bay Fall 2006,BBF-2006-070,Litopenaeus setiferus,1
71459,Barataria Bay Fall 2006,BBF-2006-070,Litopenaeus setiferus,1
71460,Barataria Bay Fall 2006,BBF-2006-070,Litopenaeus setiferus,1
71461,Barataria Bay Fall 2006,BBF-2006-070,Litopenaeus setiferus,1
71462,Barataria Bay Fall 2006,BBF-2006-070,Litopenaeus setiferus,1
71463,Barataria Bay Fall 2006,BBF-2006-071,Litopenaeus setiferus,1
71464,Barataria Bay Fall 2006,BBF-2006-071,Litopenaeus setiferus,1
71465,Barataria Bay Fall 2006,BBF-2006-071,Litopenaeus setiferus,1
71466,Barataria Bay Fall 2006,BBF-2006-071,Litopenaeus setiferus,1
71467,Barataria Bay Fall 2006,BBF-2006-071,Litopenaeus setiferus,1
71468,Barataria Bay Fall 2006,BBF-2006-071,Litopenaeus setiferus,1
71469,Barataria Bay Fall 2006,BBF-2006-071,Litopenaeus setiferus,1
71470,Barataria Bay Fall 2006,BBF-2006-071,Litopenaeus setiferus,1
71471,Barataria Bay Fall 2006,BBF-2006-071,Litopenaeus setiferus,1
71472,Barataria Bay Fall 2006,BBF-2006-071,Litopenaeus setiferus,1
71473,Barataria Bay Fall 2006,BBF-2006-071,Litopenaeus setiferus,1
71474,Barataria Bay Fall 2006,BBF-2006-071,Litopenaeus setiferus,1
71475,Barataria Bay Fall 2006,BBF-2006-071,Litopenaeus setiferus,1
71476,Barataria Bay Fall 2006,BBF-2006-071,Litopenaeus setiferus,1
71477,Barataria Bay Fall 2006,BBF-2006-071,Litopenaeus setiferus,1
71478,Barataria Bay Fall 2006,BBF-2006-071,Litopenaeus setiferus,1
71479,Barataria Bay Fall 2006,BBF-2006-071,Litopenaeus setiferus,1
71480,Barataria Bay Fall 2006,BBF-2006-071,Litopenaeus setiferus,1
71481,Barataria Bay Fall 2006,BBF-2006-071,Litopenaeus setiferus,1
71482,Barataria Bay Fall 2006,BBF-2006-071,Litopenaeus setiferus,1
71483,Barataria Bay Fall 2006,BBF-2006-071,Litopenaeus setiferus,1
71484,Barataria Bay Fall 2006,BBF-2006-071,Litopenaeus setiferus,1
71485,Barataria Bay Fall 2006,BBF-2006-071,Litopenaeus setiferus,1
71486,Barataria Bay Fall 2006,BBF-2006-071,Litopenaeus setiferus,1
71487,Barataria Bay Fall 2006,BBF-2006-071,Litopenaeus setiferus,1
71488,Barataria Bay Fall 2006,BBF-2006-071,Litopenaeus setiferus,1
71489,Barataria Bay Fall 2006,BBF-2006-071,Litopenaeus setiferus,1
71490,Barataria Bay Fall 2006,BBF-2006-071,Litopenaeus setiferus,1
71491,Barataria Bay Fall 2006,BBF-2006-071,Litopenaeus setiferus,1
71492,Barataria Bay Fall 2006,BBF-2006-071,Litopenaeus setiferus,1
71493,Barataria Bay Fall 2006,BBF-2006-071,Litopenaeus setiferus,1
71494,Barataria Bay Fall 2006,BBF-2006-071,Litopenaeus setiferus,1
71495,Barataria Bay Fall 2006,BBF-2006-071,Litopenaeus setiferus,1
71496,Barataria Bay Fall 2006,BBF-2006-071,Litopenaeus setiferus,1
71497,Barataria Bay Fall 2006,BBF-2006-071,Litopenaeus setiferus,1
71498,Barataria Bay Fall 2006,BBF-2006-071,Litopenaeus setiferus,1
71499,Barataria Bay Fall 2006,BBF-2006-071,Litopenaeus setiferus,1
71500,Barataria Bay Fall 2006,BBF-2006-071,Litopenaeus setiferus,1
71501,Barataria Bay Fall 2006,BBF-2006-071,Litopenaeus setiferus,1
71502,Barataria Bay Fall 2006,BBF-2006-071,Litopenaeus setiferus,1
71503,Barataria Bay Fall 2006,BBF-2006-071,Litopenaeus setiferus,1
71504,Barataria Bay Fall 2006,BBF-2006-071,Litopenaeus setiferus,1
71505,Barataria Bay Fall 2006,BBF-2006-071,Litopenaeus setiferus,1
71506,Barataria Bay Fall 2006,BBF-2006-071,Litopenaeus setiferus,1
71507,Barataria Bay Fall 2006,BBF-2006-071,Litopenaeus setiferus,1
71508,Barataria Bay Fall 2006,BBF-2006-071,Litopenaeus setiferus,1
71509,Barataria Bay Fall 2006,BBF-2006-071,Litopenaeus setiferus,1
71510,Barataria Bay Fall 2006,BBF-2006-071,Litopenaeus setiferus,1
71511,Barataria Bay Fall 2006,BBF-2006-071,Litopenaeus setiferus,1
71512,Barataria Bay Fall 2006,BBF-2006-071,Litopenaeus setiferus,1
71513,Barataria Bay Fall 2006,BBF-2006-071,Litopenaeus setiferus,1
71514,Barataria Bay Fall 2006,BBF-2006-071,Litopenaeus setiferus,1
71515,Barataria Bay Fall 2006,BBF-2006-071,Litopenaeus setiferus,1
71516,Barataria Bay Fall 2006,BBF-2006-072,Litopenaeus setiferus,1
71517,Barataria Bay Fall 2006,BBF-2006-072,Litopenaeus setiferus,1
71518,Barataria Bay Fall 2006,BBF-2006-072,Litopenaeus setiferus,1
71519,Barataria Bay Fall 2006,BBF-2006-072,Litopenaeus setiferus,1
71520,Barataria Bay Fall 2006,BBF-2006-072,Litopenaeus setiferus,1
71521,Barataria Bay Fall 2006,BBF-2006-072,Litopenaeus setiferus,1
71522,Barataria Bay Fall 2006,BBF-2006-072,Litopenaeus setiferus,1
71523,Barataria Bay Fall 2006,BBF-2006-072,Litopenaeus setiferus,1
71524,Barataria Bay Fall 2006,BBF-2006-072,Litopenaeus setiferus,1
71525,Barataria Bay Fall 2006,BBF-2006-072,Litopenaeus setiferus,1
71591,Barataria Bay Fall 2006,BBF-2006-073,Farfantepenaeus sp.,1
71592,Barataria Bay Fall 2006,BBF-2006-073,Farfantepenaeus sp.,1
71593,Barataria Bay Fall 2006,BBF-2006-073,Farfantepenaeus sp.,1
71751,Barataria Bay Fall 2006,BBF-2006-073,Litopenaeus setiferus,1
71752,Barataria Bay Fall 2006,BBF-2006-073,Litopenaeus setiferus,1
71526,Barataria Bay Fall 2006,BBF-2006-073,Litopenaeus setiferus,1
71527,Barataria Bay Fall 2006,BBF-2006-073,Litopenaeus setiferus,1
71528,Barataria Bay Fall 2006,BBF-2006-073,Litopenaeus setiferus,1
71529,Barataria Bay Fall 2006,BBF-2006-073,Litopenaeus setiferus,1
71530,Barataria Bay Fall 2006,BBF-2006-073,Litopenaeus setiferus,1
71531,Barataria Bay Fall 2006,BBF-2006-073,Litopenaeus setiferus,1
71532,Barataria Bay Fall 2006,BBF-2006-073,Litopenaeus setiferus,1
71533,Barataria Bay Fall 2006,BBF-2006-073,Litopenaeus setiferus,1
71534,Barataria Bay Fall 2006,BBF-2006-073,Litopenaeus setiferus,1
71535,Barataria Bay Fall 2006,BBF-2006-073,Litopenaeus setiferus,1
71536,Barataria Bay Fall 2006,BBF-2006-073,Litopenaeus setiferus,1
71537,Barataria Bay Fall 2006,BBF-2006-073,Litopenaeus setiferus,1
71538,Barataria Bay Fall 2006,BBF-2006-073,Litopenaeus setiferus,1
71539,Barataria Bay Fall 2006,BBF-2006-073,Litopenaeus setiferus,1
71540,Barataria Bay Fall 2006,BBF-2006-073,Litopenaeus setiferus,1
71541,Barataria Bay Fall 2006,BBF-2006-073,Litopenaeus setiferus,1
71542,Barataria Bay Fall 2006,BBF-2006-073,Litopenaeus setiferus,1
71543,Barataria Bay Fall 2006,BBF-2006-073,Litopenaeus setiferus,1
71544,Barataria Bay Fall 2006,BBF-2006-073,Litopenaeus setiferus,1
71545,Barataria Bay Fall 2006,BBF-2006-073,Litopenaeus setiferus,1
71546,Barataria Bay Fall 2006,BBF-2006-073,Litopenaeus setiferus,1
71547,Barataria Bay Fall 2006,BBF-2006-073,Litopenaeus setiferus,1
71548,Barataria Bay Fall 2006,BBF-2006-073,Litopenaeus setiferus,1
71549,Barataria Bay Fall 2006,BBF-2006-073,Litopenaeus setiferus,1
71550,Barataria Bay Fall 2006,BBF-2006-073,Litopenaeus setiferus,1
71551,Barataria Bay Fall 2006,BBF-2006-073,Litopenaeus setiferus,1
71552,Barataria Bay Fall 2006,BBF-2006-073,Litopenaeus setiferus,1
71553,Barataria Bay Fall 2006,BBF-2006-073,Litopenaeus setiferus,1
71554,Barataria Bay Fall 2006,BBF-2006-073,Litopenaeus setiferus,1
71555,Barataria Bay Fall 2006,BBF-2006-073,Litopenaeus setiferus,1
71556,Barataria Bay Fall 2006,BBF-2006-073,Litopenaeus setiferus,1
71557,Barataria Bay Fall 2006,BBF-2006-073,Litopenaeus setiferus,1
71558,Barataria Bay Fall 2006,BBF-2006-073,Litopenaeus setiferus,1
71559,Barataria Bay Fall 2006,BBF-2006-073,Litopenaeus setiferus,1
71560,Barataria Bay Fall 2006,BBF-2006-073,Litopenaeus setiferus,1
71561,Barataria Bay Fall 2006,BBF-2006-073,Litopenaeus setiferus,1
71562,Barataria Bay Fall 2006,BBF-2006-073,Litopenaeus setiferus,1
71563,Barataria Bay Fall 2006,BBF-2006-073,Litopenaeus setiferus,1
71564,Barataria Bay Fall 2006,BBF-2006-073,Litopenaeus setiferus,1
71565,Barataria Bay Fall 2006,BBF-2006-073,Litopenaeus setiferus,1
71566,Barataria Bay Fall 2006,BBF-2006-073,Litopenaeus setiferus,1
71567,Barataria Bay Fall 2006,BBF-2006-073,Litopenaeus setiferus,1
71568,Barataria Bay Fall 2006,BBF-2006-073,Litopenaeus setiferus,1
71569,Barataria Bay Fall 2006,BBF-2006-073,Litopenaeus setiferus,1
71570,Barataria Bay Fall 2006,BBF-2006-073,Litopenaeus setiferus,1
71571,Barataria Bay Fall 2006,BBF-2006-073,Litopenaeus setiferus,1
71572,Barataria Bay Fall 2006,BBF-2006-073,Litopenaeus setiferus,1
71573,Barataria Bay Fall 2006,BBF-2006-073,Litopenaeus setiferus,1
71574,Barataria Bay Fall 2006,BBF-2006-073,Litopenaeus setiferus,1
71575,Barataria Bay Fall 2006,BBF-2006-073,Litopenaeus setiferus,1
71576,Barataria Bay Fall 2006,BBF-2006-073,Litopenaeus setiferus,1
71577,Barataria Bay Fall 2006,BBF-2006-073,Litopenaeus setiferus,1
71578,Barataria Bay Fall 2006,BBF-2006-073,Litopenaeus setiferus,1
71579,Barataria Bay Fall 2006,BBF-2006-073,Litopenaeus setiferus,1
71582,Barataria Bay Fall 2006,BBF-2006-073,Litopenaeus setiferus,1
71583,Barataria Bay Fall 2006,BBF-2006-073,Litopenaeus setiferus,1
71584,Barataria Bay Fall 2006,BBF-2006-073,Litopenaeus setiferus,1
71585,Barataria Bay Fall 2006,BBF-2006-073,Litopenaeus setiferus,1
71586,Barataria Bay Fall 2006,BBF-2006-073,Litopenaeus setiferus,1
71587,Barataria Bay Fall 2006,BBF-2006-073,Litopenaeus setiferus,1
71588,Barataria Bay Fall 2006,BBF-2006-073,Litopenaeus setiferus,1
71589,Barataria Bay Fall 2006,BBF-2006-073,Litopenaeus setiferus,1
71590,Barataria Bay Fall 2006,BBF-2006-073,Litopenaeus setiferus,1
71595,Barataria Bay Fall 2006,BBF-2006-074,Litopenaeus setiferus,1
71596,Barataria Bay Fall 2006,BBF-2006-074,Litopenaeus setiferus,1
71616,Barataria Bay Fall 2006,BBF-2006-075,Farfantepenaeus aztecus,1
71617,Barataria Bay Fall 2006,BBF-2006-075,Farfantepenaeus aztecus,1
71597,Barataria Bay Fall 2006,BBF-2006-075,Litopenaeus setiferus,1
71598,Barataria Bay Fall 2006,BBF-2006-075,Litopenaeus setiferus,1
71599,Barataria Bay Fall 2006,BBF-2006-075,Litopenaeus setiferus,1
71600,Barataria Bay Fall 2006,BBF-2006-075,Litopenaeus setiferus,1
71601,Barataria Bay Fall 2006,BBF-2006-075,Litopenaeus setiferus,1
71602,Barataria Bay Fall 2006,BBF-2006-075,Litopenaeus setiferus,1
71603,Barataria Bay Fall 2006,BBF-2006-075,Litopenaeus setiferus,1
71604,Barataria Bay Fall 2006,BBF-2006-075,Litopenaeus setiferus,1
71605,Barataria Bay Fall 2006,BBF-2006-075,Litopenaeus setiferus,1
71606,Barataria Bay Fall 2006,BBF-2006-075,Litopenaeus setiferus,1
71607,Barataria Bay Fall 2006,BBF-2006-075,Litopenaeus setiferus,1
71608,Barataria Bay Fall 2006,BBF-2006-075,Litopenaeus setiferus,1
71609,Barataria Bay Fall 2006,BBF-2006-075,Litopenaeus setiferus,1
71610,Barataria Bay Fall 2006,BBF-2006-075,Litopenaeus setiferus,1
71611,Barataria Bay Fall 2006,BBF-2006-075,Litopenaeus setiferus,1
71612,Barataria Bay Fall 2006,BBF-2006-075,Litopenaeus setiferus,1
71613,Barataria Bay Fall 2006,BBF-2006-075,Litopenaeus setiferus,1
71614,Barataria Bay Fall 2006,BBF-2006-075,Litopenaeus setiferus,1
71615,Barataria Bay Fall 2006,BBF-2006-075,Litopenaeus setiferus,1
71618,Barataria Bay Fall 2006,BBF-2006-076,Farfantepenaeus sp.,1
71619,Barataria Bay Fall 2006,BBF-2006-076,Farfantepenaeus sp.,1
71620,Barataria Bay Fall 2006,BBF-2006-076,Farfantepenaeus sp.,1
71621,Barataria Bay Fall 2006,BBF-2006-076,Farfantepenaeus sp.,1
71622,Barataria Bay Fall 2006,BBF-2006-076,Farfantepenaeus sp.,1
71623,Barataria Bay Fall 2006,BBF-2006-076,Farfantepenaeus sp.,1
71624,Barataria Bay Fall 2006,BBF-2006-076,Farfantepenaeus sp.,1
71625,Barataria Bay Fall 2006,BBF-2006-076,Farfantepenaeus sp.,1
71628,Barataria Bay Fall 2006,BBF-2006-077,Farfantepenaeus aztecus,1
71629,Barataria Bay Fall 2006,BBF-2006-077,Farfantepenaeus aztecus,1
71630,Barataria Bay Fall 2006,BBF-2006-077,Farfantepenaeus aztecus,1
71626,Barataria Bay Fall 2006,BBF-2006-077,Litopenaeus setiferus,1
71627,Barataria Bay Fall 2006,BBF-2006-077,Litopenaeus setiferus,1
71632,Barataria Bay Fall 2006,BBF-2006-078,Farfantepenaeus sp.,1
71631,Barataria Bay Fall 2006,BBF-2006-078,Litopenaeus setiferus,1
71633,Barataria Bay Fall 2006,BBF-2006-078,Litopenaeus setiferus,1
71634,Barataria Bay Fall 2006,BBF-2006-078,Litopenaeus setiferus,1
71743,Barataria Bay Fall 2006,BBF-2006-079,No species collected,0
71744,Barataria Bay Fall 2006,BBF-2006-080,No species collected,0
71635,Barataria Bay Fall 2006,BBF-2006-081,Farfantepenaeus aztecus,1
71745,Barataria Bay Fall 2006,BBF-2006-082,No species collected,0
71636,Barataria Bay Fall 2006,BBF-2006-083,Litopenaeus setiferus,1
71640,Barataria Bay Fall 2006,BBF-2006-084,Farfantepenaeus aztecus,1
71641,Barataria Bay Fall 2006,BBF-2006-084,Farfantepenaeus aztecus,1
71642,Barataria Bay Fall 2006,BBF-2006-084,Farfantepenaeus aztecus,1
71637,Barataria Bay Fall 2006,BBF-2006-084,Farfantepenaeus sp.,1
71638,Barataria Bay Fall 2006,BBF-2006-084,Farfantepenaeus sp.,1
71639,Barataria Bay Fall 2006,BBF-2006-084,Farfantepenaeus sp.,1
71746,Barataria Bay Fall 2006,BBF-2006-085,No species collected,0
71643,Barataria Bay Fall 2006,BBF-2006-086,Farfantepenaeus aztecus,1
71644,Barataria Bay Fall 2006,BBF-2006-086,Litopenaeus setiferus,1
71645,Barataria Bay Fall 2006,BBF-2006-087,Farfantepenaeus aztecus,1
71646,Barataria Bay Fall 2006,BBF-2006-087,Farfantepenaeus aztecus,1
71647,Barataria Bay Fall 2006,BBF-2006-087,Farfantepenaeus aztecus,1
71648,Barataria Bay Fall 2006,BBF-2006-087,Farfantepenaeus sp.,1
71649,Barataria Bay Fall 2006,BBF-2006-088,Farfantepenaeus sp.,1
71654,Barataria Bay Fall 2006,BBF-2006-089,Farfantepenaeus aztecus,1
71655,Barataria Bay Fall 2006,BBF-2006-089,Farfantepenaeus aztecus,1
71650,Barataria Bay Fall 2006,BBF-2006-089,Farfantepenaeus sp.,1
